,HOTEL_NAME,HOTEL_URL
169,Coogee Beach House,https://www.tripadvisor.in/Hotel_Review-g261609-d3845732-Reviews-Coogee_Beach_House-Coogee_Randwick_Greater_Sydney_New_South_Wales.html
170,Coogee Beachside Budget Accommodation,https://www.tripadvisor.in/Hotel_Review-g261609-d263561-Reviews-Coogee_Beachside_Budget_Accommodation-Coogee_Randwick_Greater_Sydney_New_South_Wales.html
171,Maze Backpackers,https://www.tripadvisor.in/Hotel_Review-g255060-d289123-Reviews-Maze_Backpackers-Sydney_New_South_Wales.html
172,Home Backpackers,https://www.tripadvisor.in/Hotel_Review-g255060-d938833-Reviews-Home_Backpackers-Sydney_New_South_Wales.html
173,Funk House Backpackers Hostel Sydney,https://www.tripadvisor.in/Hotel_Review-g255060-d286150-Reviews-Funk_House_Backpackers_Hostel_Sydney-Sydney_New_South_Wales.html
174,Sydney Park Hotel,https://www.tripadvisor.in/Hotel_Review-g8572746-d13796781-Reviews-Sydney_Park_Hotel-Newtown_New_South_Wales.html
175,The Old Clare Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d8649358-Reviews-The_Old_Clare_Hotel-Sydney_New_South_Wales.html
176,Sydney Harbour Marriott Hotel at Circular Quay,https://www.tripadvisor.in/Hotel_Review-g255060-d255674-Reviews-Sydney_Harbour_Marriott_Hotel_at_Circular_Quay-Sydney_New_South_Wales.html
177,Intercontinental Sydney Double Bay,https://www.tripadvisor.in/Hotel_Review-g552126-d6827689-Reviews-Intercontinental_Sydney_Double_Bay-Woollahra_New_South_Wales.html
178,Southern Cross Hotel,https://www.tripadvisor.in/Hotel_Review-g1165139-d3630688-Reviews-Southern_Cross_Hotel-St_Peters_New_South_Wales.html
179,Cityview Studio Accommodation,https://www.tripadvisor.in/Hotel_Review-g815420-d13197025-Reviews-Cityview_Studio_Accommodation-Leichhardt_New_South_Wales.html
180,BreakFree on George,https://www.tripadvisor.in/Hotel_Review-g255060-d1019381-Reviews-BreakFree_on_George-Sydney_New_South_Wales.html
181,Quality Apartments Camperdown,https://www.tripadvisor.in/Hotel_Review-g255060-d257306-Reviews-Quality_Apartments_Camperdown-Sydney_New_South_Wales.html
182,Castlereagh Boutique Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d257288-Reviews-Castlereagh_Boutique_Hotel-Sydney_New_South_Wales.html
